-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163441837,reliability_addpaperreport,Action,265,2017/7/22 16:34,8,Reliability_AddPaperReport:1,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163443567,reliability_addpaperreport,Action,265,2017/7/22 16:34,5,Reliability_AddPaperReport:6,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163452867,reliability_addpaperreport,Action,265,2017/7/22 16:34,7,Reliability_AddPaperReport:4,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163715884,reliability_addpaperreport,Action,265,2017/7/22 16:37,12,Reliability_AddPaperReport:2,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163756030,reliability_addpaperreport,Action,265,2017/7/22 16:38,4,Reliability_AddPaperReport:28,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163755571,reliability_addpaperreport,Action,265,2017/7/22 16:38,3,Reliability_AddPaperReport:33,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163805411,reliability_addpaperreport,Action,265,2017/7/22 16:38,13,Reliability_AddPaperReport:3,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722163858009,reliability_addpaperreport,Action,265,2017/7/22 16:39,8,Reliability_AddPaperReport:24,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164003637,reliability_addpaperreport,Action,265,2017/7/22 16:40,16,Reliability_AddPaperReport:4,localhost
-17999,Action.c(180): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164021197,reliability_addpaperreport,Action,180,2017/7/22 16:40,5,Reliability_AddPaperReport:40,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164036557,reliability_addpaperreport,Action,265,2017/7/22 16:40,18,Reliability_AddPaperReport:1,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164036717,reliability_addpaperreport,Action,265,2017/7/22 16:40,16,Reliability_AddPaperReport:6,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164050597,reliability_addpaperreport,Action,265,2017/7/22 16:40,12,Reliability_AddPaperReport:18,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164117556,reliability_addpaperreport,Action,265,2017/7/22 16:41,8,Reliability_AddPaperReport:34,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164116586,reliability_addpaperreport,Action,265,2017/7/22 16:41,12,Reliability_AddPaperReport:24,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164137596,reliability_addpaperreport,Action,265,2017/7/22 16:41,17,Reliability_AddPaperReport:10,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164147855,reliability_addpaperreport,Action,265,2017/7/22 16:41,6,Reliability_AddPaperReport:43,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164156476,reliability_addpaperreport,Action,265,2017/7/22 16:42,9,Reliability_AddPaperReport:34,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164217285,reliability_addpaperreport,Action,265,2017/7/22 16:42,12,Reliability_AddPaperReport:28,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164259844,reliability_addpaperreport,Action,265,2017/7/22 16:43,14,Reliability_AddPaperReport:26,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164311874,reliability_addpaperreport,Action,265,2017/7/22 16:43,11,Reliability_AddPaperReport:32,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164312874,reliability_addpaperreport,Action,265,2017/7/22 16:43,17,Reliability_AddPaperReport:20,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164319744,reliability_addpaperreport,Action,265,2017/7/22 16:43,17,Reliability_AddPaperReport:12,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164357653,reliability_addpaperreport,Action,265,2017/7/22 16:44,22,Reliability_AddPaperReport:5,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164406073,reliability_addpaperreport,Action,265,2017/7/22 16:44,16,Reliability_AddPaperReport:23,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164400583,reliability_addpaperreport,Action,265,2017/7/22 16:44,19,Reliability_AddPaperReport:16,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164415704,reliability_addpaperreport,Action,265,2017/7/22 16:44,14,Reliability_AddPaperReport:30,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164616560,reliability_addpaperreport,Action,265,2017/7/22 16:46,17,Reliability_AddPaperReport:33,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164650419,reliability_addpaperreport,Action,265,2017/7/22 16:46,24,Reliability_AddPaperReport:11,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164655639,reliability_addpaperreport,Action,265,2017/7/22 16:47,22,Reliability_AddPaperReport:25,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164657839,reliability_addpaperreport,Action,265,2017/7/22 16:47,16,Reliability_AddPaperReport:44,localhost
-17999,Action.c(58): Error: The film print status is not correct and Update the status by databse failed: the accessionnumber is - A20170722152040282,reliability_terminal_film_print,Action,58,2017/7/22 16:47,10,Reliability_Terminal_film_print:6,localhost,
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164731449,reliability_addpaperreport,Action,265,2017/7/22 16:47,17,Reliability_AddPaperReport:41,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164738769,reliability_addpaperreport,Action,265,2017/7/22 16:47,20,Reliability_AddPaperReport:36,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164800718,reliability_addpaperreport,Action,265,2017/7/22 16:48,21,Reliability_AddPaperReport:36,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164845578,reliability_addpaperreport,Action,265,2017/7/22 16:48,24,Reliability_AddPaperReport:22,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722164937046,reliability_addpaperreport,Action,265,2017/7/22 16:49,33,Reliability_AddPaperReport:5,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722165006505,reliability_addpaperreport,Action,265,2017/7/22 16:50,36,Reliability_AddPaperReport:1,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722165048834,reliability_addpaperreport,Action,265,2017/7/22 16:50,34,Reliability_AddPaperReport:6,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722165055903,reliability_addpaperreport,Action,265,2017/7/22 16:51,25,Reliability_AddPaperReport:44,localhost
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722165202450,reliability_addpaperreport,Action,265,2017/7/22 16:52,25,Reliability_AddPaperReport:45,localhost
-17999,Action.c(208): Error: The task do not finish correct: TaskID: 4611001  From Terminal: K2_7,reliability_terminal_film_print,Action,208,2017/7/22 16:52,10,Reliability_Terminal_film_print:6,localhost,
-17999,Action.c(265): Error: Add patient reports failed by using NotifyReportFile service, please reference the service is works well or not. The accn is   A20170722165324077,reliability_addpaperreport,Action,265,2017/7/22 16:53,31,Reliability_AddPaperReport:36,localhost
